filename,country,nl_mean,pred_wo_abstention,pred_with_abstention
image13927.npz,1,-0.1594560146331787,1.0,1.0
image13528.npz,1,-0.1738624721765518,1.0,0.0
image5168.npz,1,-0.1738624721765518,-1.0,0.0
image5111.npz,1,-0.1738624721765518,-1.0,0.0
image10921.npz,1,-0.1738624721765518,1.0,0.0
image9243.npz,1,-0.1738624721765518,-1.0,-1.0
image7066.npz,1,-0.1738624721765518,-1.0,0.0
image1866.npz,1,-0.1738624721765518,-1.0,0.0
image19578.npz,1,-0.1738624721765518,-1.0,-1.0
image10794.npz,1,-0.1738624721765518,-1.0,-1.0
image4217.npz,1,-0.1738624721765518,-1.0,0.0
image1982.npz,1,-0.1738624721765518,-1.0,0.0
image19500.npz,1,-0.1738624721765518,-1.0,0.0
image15410.npz,1,-0.1738624721765518,-1.0,0.0
image3742.npz,1,0.0616380982100963,-1.0,0.0
image7441.npz,1,-0.1738624721765518,1.0,0.0
image16200.npz,1,-0.1738624721765518,-1.0,0.0
image15466.npz,1,-0.1738624721765518,1.0,0.0
image11501.npz,1,-0.1738624721765518,1.0,1.0
image14557.npz,1,-0.1738624721765518,-1.0,-1.0
image17085.npz,1,-0.1738624721765518,-1.0,-1.0
image16348.npz,1,-0.1738624721765518,-1.0,-1.0
image8404.npz,1,-0.1738624721765518,-1.0,0.0
image9738.npz,1,-0.1738624721765518,-1.0,0.0
image3935.npz,1,-0.1738624721765518,-1.0,-1.0
image18516.npz,1,-0.1738624721765518,1.0,0.0
image8854.npz,1,-0.1738624721765518,-1.0,0.0
image812.npz,1,-0.1738624721765518,-1.0,0.0
image11195.npz,1,-0.1657408326864242,1.0,0.0
image464.npz,1,-0.1738624721765518,-1.0,-1.0
image19507.npz,1,-0.1738624721765518,-1.0,-1.0
image15730.npz,1,-0.1738624721765518,1.0,0.0
image12274.npz,1,-0.1738624721765518,1.0,0.0
image3080.npz,1,-0.1738624721765518,-1.0,0.0
image16644.npz,1,-0.1738624721765518,-1.0,-1.0
image7437.npz,1,0.1516613066196441,-1.0,-1.0
image16777.npz,1,0.4689764678478241,1.0,0.0
image15640.npz,1,0.295941412448883,1.0,0.0
image6209.npz,1,0.4923666417598724,1.0,0.0
image2042.npz,1,1.7168956995010376,1.0,1.0
image4207.npz,1,0.7468677163124084,1.0,0.0
image11719.npz,1,0.7388939857482909,1.0,1.0
image6874.npz,1,1.4065639972686768,1.0,1.0
image19525.npz,1,0.49734404683113104,1.0,1.0
image354.npz,1,1.606916427612305,1.0,1.0
image7124.npz,1,2.5793049335479736,1.0,1.0
image15456.npz,1,3.2323875427246094,1.0,1.0
image17287.npz,1,3.170088768005371,1.0,1.0
image11546.npz,1,1.758495569229126,1.0,1.0
image15610.npz,1,2.5386013984680176,1.0,1.0
image144.npz,1,2.386261224746704,1.0,1.0
image8156.npz,1,1.7263346910476685,1.0,1.0
image16693.npz,1,2.7347893714904785,1.0,0.0
image1267.npz,1,3.6270761489868164,1.0,1.0
image6357.npz,1,0.4112237393856048,1.0,1.0
image15212.npz,1,4.12398099899292,1.0,1.0
image11864.npz,1,3.693873405456543,1.0,1.0
image14109.npz,1,3.5114083290100098,1.0,1.0
image6830.npz,1,3.7610695362091056,1.0,1.0
image18630.npz,1,4.124847412109375,1.0,1.0
image17955.npz,1,4.304668426513672,1.0,1.0
image11878.npz,1,4.3396568298339835,1.0,1.0
image10017.npz,1,4.2672104835510245,1.0,1.0
image15974.npz,1,4.073139190673828,1.0,1.0
image10258.npz,1,3.7840394973754883,1.0,1.0
image10024.npz,1,0.4147941470146179,1.0,1.0
image1759.npz,1,3.666175365447998,1.0,1.0
image10063.npz,1,3.008317232131958,1.0,0.0
image238.npz,1,3.1972744464874268,1.0,1.0
image13960.npz,1,2.99606728553772,1.0,1.0
image2660.npz,1,1.7460463047027588,1.0,1.0
image6399.npz,1,2.3579623699188232,1.0,1.0
image3304.npz,1,2.23191237449646,1.0,1.0
image7520.npz,1,1.0955758094787598,1.0,1.0
image15674.npz,1,1.8921365737915041,1.0,0.0
image7265.npz,1,1.4683917760849,1.0,0.0
image15530.npz,1,0.1532918959856033,1.0,1.0
image9326.npz,1,3.3784809112548833,1.0,0.0
image2596.npz,1,3.797651052474976,1.0,1.0
image2586.npz,1,2.1211805343627934,1.0,0.0
image2409.npz,1,2.6367473602294917,-1.0,0.0
image18328.npz,1,2.333470106124878,-1.0,0.0
image14333.npz,1,2.5560526847839355,1.0,0.0
image9493.npz,1,3.4204714298248287,1.0,0.0
image16499.npz,1,3.808364868164064,1.0,1.0
image15458.npz,1,3.921779155731201,1.0,1.0
image13203.npz,1,1.4454003572463991,-1.0,0.0
image16000.npz,1,0.3162529766559601,1.0,0.0
image7099.npz,1,2.1032066345214844,1.0,0.0
image5582.npz,1,1.0478395223617554,1.0,0.0
image1127.npz,1,1.1352663040161133,1.0,0.0
image17246.npz,1,0.6533991694450378,1.0,0.0
image371.npz,1,1.2707496881484983,1.0,1.0
image12039.npz,1,1.480704426765442,1.0,1.0
image4967.npz,1,0.6778010129928589,1.0,0.0
image11528.npz,1,0.1036323606967926,-1.0,0.0
image17881.npz,1,-0.1738624721765518,1.0,0.0
image2875.npz,1,-0.1738624721765518,-1.0,0.0
image11575.npz,1,0.6639019846916199,1.0,1.0
image19291.npz,1,-0.1738624721765518,-1.0,0.0
image4726.npz,1,-0.1738624721765518,1.0,0.0
image1968.npz,1,-0.1738624721765518,-1.0,0.0
image16900.npz,1,-0.1738624721765518,-1.0,-1.0
image6106.npz,1,-0.1738624721765518,-1.0,-1.0
image8810.npz,1,-0.1738624721765518,-1.0,-1.0
image4426.npz,1,-0.1738624721765518,1.0,0.0
image15439.npz,1,-0.1738624721765518,1.0,0.0
image17517.npz,1,-0.1738624721765518,1.0,0.0
image13919.npz,1,-0.1443032324314117,-1.0,0.0
image16824.npz,1,0.7090258598327637,1.0,1.0
image1551.npz,1,-0.1738624721765518,1.0,0.0
image14832.npz,1,-0.1329467147588729,1.0,0.0
image11279.npz,1,-0.1738624721765518,-1.0,0.0
image5559.npz,1,-0.1738624721765518,1.0,0.0
image14091.npz,1,-0.1738624721765518,-1.0,0.0
image12034.npz,1,-0.1738624721765518,-1.0,-1.0
image10029.npz,1,-0.1738624721765518,-1.0,-1.0
image3639.npz,1,-0.1738624721765518,-1.0,-1.0
image16099.npz,1,-0.1738624721765518,-1.0,-1.0
image18781.npz,1,-0.1738624721765518,-1.0,-1.0
image19076.npz,1,0.4954477548599243,1.0,1.0
image17481.npz,1,-0.1738624721765518,-1.0,0.0
image745.npz,1,-0.1738624721765518,-1.0,-1.0
image13918.npz,1,-0.1738624721765518,-1.0,0.0
image6667.npz,1,-0.1738624721765518,-1.0,-1.0
image347.npz,1,-0.1738624721765518,-1.0,-1.0
image9672.npz,1,-0.1738624721765518,-1.0,-1.0
image19106.npz,1,-0.1738624721765518,-1.0,-1.0
image3861.npz,1,-0.1738624721765518,-1.0,-1.0
image19337.npz,1,-0.1738624721765518,-1.0,-1.0
image12780.npz,1,-0.1738624721765518,-1.0,-1.0
image14025.npz,1,-0.1738624721765518,-1.0,0.0
image4662.npz,1,0.5018118023872375,1.0,1.0
image8140.npz,1,-0.1738624721765518,-1.0,-1.0
image14399.npz,1,-0.1738624721765518,-1.0,-1.0
image9698.npz,1,-0.1738624721765518,-1.0,-1.0
image2387.npz,1,-0.155683547258377,-1.0,-1.0
image12335.npz,1,-0.1738624721765518,-1.0,-1.0
image3925.npz,1,-0.1738624721765518,-1.0,-1.0
image6931.npz,1,-0.1738624721765518,-1.0,-1.0
image10867.npz,1,-0.1738624721765518,-1.0,-1.0
image10899.npz,1,-0.1738624721765518,-1.0,-1.0
image18423.npz,1,-0.1738624721765518,-1.0,-1.0
image12422.npz,1,0.5269995927810669,1.0,1.0
image9987.npz,1,-0.1738624721765518,-1.0,-1.0
image15770.npz,1,-0.1738624721765518,-1.0,-1.0
image2132.npz,1,-0.1738624721765518,-1.0,-1.0
image18604.npz,1,-0.1738624721765518,-1.0,-1.0
image12538.npz,1,-0.1616931855678558,-1.0,0.0
image15143.npz,1,0.0460352227091789,-1.0,-1.0
image9959.npz,1,0.060495026409626,-1.0,0.0
image16617.npz,1,-0.1597188860177993,-1.0,-1.0
image16279.npz,1,-0.1738624721765518,-1.0,-1.0
image17191.npz,1,-0.1738624721765518,-1.0,-1.0
image12123.npz,1,0.2366320192813873,1.0,0.0
image3647.npz,1,-0.1738624721765518,-1.0,-1.0
image15802.npz,1,-0.1738624721765518,-1.0,-1.0
image14071.npz,1,-0.1738624721765518,-1.0,-1.0
image11602.npz,1,-0.1738624721765518,-1.0,-1.0
image12933.npz,1,-0.1738624721765518,-1.0,-1.0
image17763.npz,1,-0.1738624721765518,-1.0,-1.0
image3457.npz,1,-0.1738624721765518,-1.0,-1.0
image6429.npz,1,-0.1450575143098831,-1.0,-1.0
image16385.npz,1,-0.1738624721765518,-1.0,-1.0
image6300.npz,1,-0.1738624721765518,-1.0,-1.0
image1304.npz,1,0.4568803012371063,1.0,1.0
image8253.npz,1,-0.1738624721765518,-1.0,-1.0
image18237.npz,1,-0.1738624721765518,-1.0,-1.0
image9601.npz,1,-0.1738624721765518,-1.0,-1.0
image7939.npz,1,-0.1738624721765518,-1.0,-1.0
image17602.npz,1,-0.1738624721765518,-1.0,-1.0
image12419.npz,1,-0.1738624721765518,-1.0,-1.0
image6900.npz,1,-0.1738624721765518,-1.0,-1.0
image6204.npz,1,-0.1738624721765518,-1.0,-1.0
image13308.npz,1,-0.1738624721765518,-1.0,-1.0
image13775.npz,1,-0.1738624721765518,-1.0,-1.0
image16064.npz,1,0.5033572912216187,1.0,1.0
image6304.npz,1,-0.1738624721765518,-1.0,0.0
image5404.npz,1,-0.1738624721765518,-1.0,0.0
image8052.npz,1,-0.1738624721765518,1.0,0.0
image18931.npz,1,-0.1533974111080169,-1.0,-1.0
image4045.npz,1,-0.1738624721765518,-1.0,-1.0
image4990.npz,1,-0.1738624721765518,-1.0,-1.0
image1637.npz,1,-0.1738624721765518,1.0,0.0
image9434.npz,1,-0.1738624721765518,1.0,0.0
image4744.npz,1,-0.1738624721765518,-1.0,0.0
image18522.npz,1,-0.1738624721765518,-1.0,0.0
image8039.npz,1,0.4891756474971771,1.0,1.0
image18200.npz,1,-0.1738624721765518,-1.0,0.0
image1955.npz,1,-0.1738624721765518,-1.0,0.0
image14393.npz,1,-0.1738624721765518,-1.0,0.0
image14866.npz,1,-0.1738624721765518,-1.0,0.0
image7648.npz,1,-0.1738624721765518,-1.0,0.0
image6813.npz,1,-0.1738624721765518,-1.0,0.0
image18036.npz,1,-0.1738624721765518,1.0,0.0
image14230.npz,1,-0.1738624721765518,1.0,0.0
image18140.npz,1,-0.1738624721765518,-1.0,0.0
image1528.npz,1,-0.1738624721765518,-1.0,0.0
image15017.npz,1,0.6012594103813171,1.0,1.0
image12644.npz,1,0.1292321681976318,1.0,0.0
image10541.npz,1,-0.1738624721765518,-1.0,-1.0
image6278.npz,1,-0.1738624721765518,-1.0,-1.0
image17854.npz,1,-0.1738624721765518,1.0,0.0
image6413.npz,1,-0.1738624721765518,1.0,0.0
image6111.npz,1,-0.1738624721765518,1.0,0.0
image16217.npz,1,-0.1738624721765518,-1.0,0.0
image1202.npz,1,-0.1738624721765518,-1.0,0.0
image5444.npz,1,-0.1738624721765518,-1.0,0.0
image8344.npz,1,-0.1738624721765518,-1.0,0.0
image13514.npz,1,0.5661509037017822,1.0,1.0
image9688.npz,1,-0.1738624721765518,-1.0,0.0
image18948.npz,1,-0.1204903498291969,1.0,0.0
image8066.npz,1,-0.1738624721765518,-1.0,0.0
image16955.npz,1,-0.1738624721765518,1.0,1.0
image3850.npz,1,-0.1738624721765518,-1.0,0.0
image9858.npz,1,-0.1614604294300079,-1.0,-1.0
image18425.npz,1,0.7652487754821777,1.0,1.0
image2368.npz,1,0.1013751700520515,1.0,0.0
image6148.npz,1,-0.1738624721765518,-1.0,-1.0
image11660.npz,1,-0.1676822900772094,1.0,0.0
image5440.npz,1,0.5702167749404907,1.0,1.0
image6159.npz,1,-0.1738624721765518,-1.0,-1.0
image2280.npz,1,-0.1738624721765518,-1.0,0.0
image15393.npz,1,-0.1738624721765518,-1.0,0.0
image11883.npz,1,-0.0191131979227066,1.0,0.0
image2125.npz,1,-0.1738624721765518,1.0,1.0
image16125.npz,1,-0.1738624721765518,-1.0,0.0
image6427.npz,1,-0.1500774174928665,-1.0,0.0
image1555.npz,1,-0.1738624721765518,-1.0,0.0
image6633.npz,1,-0.1738624721765518,1.0,0.0
image6117.npz,1,-0.1738624721765518,1.0,0.0
image18958.npz,1,0.6468759775161743,1.0,1.0
image13753.npz,1,-0.1738624721765518,-1.0,0.0
image16889.npz,1,0.0109236482530832,-1.0,0.0
image1695.npz,1,-0.1380597203969955,-1.0,0.0
image14782.npz,1,-0.1738624721765518,-1.0,0.0
image19655.npz,1,-0.1738624721765518,-1.0,0.0
image10507.npz,1,-0.1738624721765518,-1.0,0.0
image1108.npz,1,0.2703180611133575,1.0,0.0
image111.npz,1,-0.1738624721765518,-1.0,0.0
image10232.npz,1,-0.0536850020289421,1.0,1.0
image5774.npz,1,-0.1738624721765518,-1.0,0.0
image13595.npz,1,-0.1738624721765518,-1.0,-1.0
image563.npz,1,0.8293368816375732,1.0,1.0
image9537.npz,1,-0.1738624721765518,-1.0,0.0
image18196.npz,1,0.3263623118400574,1.0,1.0
image10433.npz,1,-0.1738624721765518,1.0,0.0
image1457.npz,1,-0.1738624721765518,1.0,0.0
image4507.npz,1,-0.1738624721765518,-1.0,0.0
image14727.npz,1,-0.1738624721765518,-1.0,-1.0
image7618.npz,1,-0.1738624721765518,-1.0,0.0
image12504.npz,1,-0.1320533752441406,-1.0,0.0
image19624.npz,1,-0.1738624721765518,-1.0,-1.0
image13295.npz,1,-0.1738624721765518,-1.0,-1.0
image15435.npz,1,0.8274193406105042,1.0,1.0
image3517.npz,1,-0.1738624721765518,-1.0,0.0
image851.npz,1,-0.1738624721765518,1.0,0.0
image6721.npz,1,-0.1738624721765518,-1.0,-1.0
image11834.npz,1,-0.1738624721765518,-1.0,0.0
image8239.npz,1,-0.1738624721765518,1.0,0.0
image2012.npz,1,-0.1738624721765518,1.0,0.0
image8291.npz,1,-0.1738624721765518,1.0,0.0
image18411.npz,1,-0.1738624721765518,1.0,0.0
image13015.npz,1,-0.1738624721765518,-1.0,-1.0
image11830.npz,1,-0.1738624721765518,1.0,0.0
image19569.npz,1,0.8258048892021179,1.0,1.0
image5118.npz,1,-0.1738624721765518,1.0,0.0
image18215.npz,1,-0.1738624721765518,-1.0,-1.0
image12196.npz,1,-0.1738624721765518,1.0,1.0
image15153.npz,1,-0.1718970686197281,-1.0,-1.0
image19482.npz,1,-0.1738624721765518,1.0,0.0
image4703.npz,1,-0.1738624721765518,1.0,0.0
image13584.npz,1,-0.1738624721765518,-1.0,-1.0
image1958.npz,1,-0.1738624721765518,-1.0,0.0
image9576.npz,1,-0.1738624721765518,1.0,0.0
image3665.npz,1,-0.1738624721765518,1.0,0.0
image9531.npz,1,0.8196724653244019,1.0,1.0
image18353.npz,1,-0.1738624721765518,-1.0,-1.0
image13450.npz,1,-0.1738624721765518,-1.0,-1.0
image11395.npz,1,-0.1738624721765518,-1.0,0.0
image8630.npz,1,-0.1738624721765518,1.0,0.0
image11912.npz,1,-0.1738624721765518,-1.0,-1.0
image10576.npz,1,-0.1060583516955375,-1.0,0.0
image18713.npz,1,-0.1738624721765518,-1.0,-1.0
image12486.npz,1,-0.1738624721765518,-1.0,0.0
image10733.npz,1,-0.1738624721765518,1.0,0.0
image792.npz,1,-0.1738624721765518,-1.0,0.0
image15719.npz,1,0.5238524079322815,1.0,1.0
image10524.npz,1,-0.1738624721765518,-1.0,-1.0
image11040.npz,1,-0.1738624721765518,-1.0,0.0
image5994.npz,1,-0.1738624721765518,-1.0,0.0
image270.npz,1,-0.1738624721765518,-1.0,-1.0
image16487.npz,1,-0.0479214861989021,-1.0,-1.0
image6225.npz,1,-0.1738624721765518,-1.0,-1.0
image11842.npz,1,-0.1738624721765518,-1.0,0.0
image13963.npz,1,-0.1738624721765518,-1.0,-1.0
image4250.npz,1,-0.1738624721765518,-1.0,0.0
image19273.npz,1,-0.1738624721765518,-1.0,0.0
image3487.npz,1,0.5107430219650269,1.0,0.0
image1539.npz,1,-0.1738624721765518,1.0,1.0
image4848.npz,1,-0.1738624721765518,-1.0,-1.0
image13772.npz,1,-0.1738624721765518,-1.0,-1.0
image18786.npz,1,-0.1738624721765518,-1.0,-1.0
image12366.npz,1,-0.1738624721765518,-1.0,-1.0
image12166.npz,1,-0.1738624721765518,-1.0,-1.0
image8195.npz,1,-0.1738624721765518,-1.0,-1.0
image8446.npz,1,-0.1738624721765518,-1.0,-1.0
image11700.npz,1,-0.1738624721765518,-1.0,0.0
image7073.npz,1,-0.1738624721765518,-1.0,0.0
image2128.npz,1,0.2679699659347534,1.0,1.0
image13936.npz,1,-0.0735692828893661,-1.0,-1.0
image535.npz,1,-0.0124589605256915,-1.0,-1.0
image14196.npz,1,-0.0533844605088233,-1.0,0.0
image6944.npz,1,-0.1738624721765518,-1.0,-1.0
image380.npz,1,-0.1738624721765518,-1.0,0.0
image10929.npz,1,-0.1738624721765518,-1.0,-1.0
image8615.npz,1,-0.1738624721765518,-1.0,-1.0
image4124.npz,1,-0.1738624721765518,-1.0,-1.0
image12000.npz,1,-0.1738624721765518,-1.0,-1.0
image622.npz,1,-0.1623181849718094,-1.0,-1.0
image4432.npz,1,0.1313832402229309,1.0,0.0
image19641.npz,1,0.044808130711317,-1.0,0.0
image2480.npz,1,-0.1738624721765518,-1.0,-1.0
image18375.npz,1,-0.1738624721765518,-1.0,-1.0
image4300.npz,1,-0.1738624721765518,-1.0,-1.0
image17984.npz,1,-0.1503299623727798,-1.0,-1.0
image9135.npz,1,-0.1738624721765518,-1.0,-1.0
image5367.npz,1,0.2656008005142212,1.0,0.0
image11757.npz,1,-0.1738624721765518,-1.0,-1.0
image6879.npz,1,-0.1738624721765518,-1.0,-1.0
image5413.npz,1,-0.1738624721765518,-1.0,-1.0
image10776.npz,1,0.0169743653386831,1.0,0.0
image17889.npz,1,-0.1738624721765518,-1.0,0.0
image6676.npz,1,-0.1738624721765518,-1.0,-1.0
image4939.npz,1,-0.1738624721765518,-1.0,0.0
image5821.npz,1,-0.1738624721765518,-1.0,0.0
image14741.npz,1,-0.1738624721765518,1.0,0.0
image10665.npz,1,-0.1227641329169273,1.0,0.0
image1350.npz,1,-0.1738624721765518,-1.0,-1.0
image11206.npz,1,-0.1738624721765518,1.0,0.0
image13411.npz,1,-0.1738624721765518,-1.0,-1.0
image13968.npz,1,-0.1738624721765518,-1.0,-1.0
image1109.npz,1,0.4203342795372009,1.0,0.0
image7871.npz,1,-0.173765629529953,-1.0,-1.0
image6467.npz,1,-0.091634452342987,-1.0,-1.0
image7114.npz,1,-0.1738624721765518,-1.0,-1.0
image13744.npz,1,-0.1738624721765518,-1.0,0.0
image4963.npz,1,-0.1725321859121322,-1.0,-1.0
image18403.npz,1,-0.1738624721765518,-1.0,-1.0
image154.npz,1,-0.1738624721765518,-1.0,0.0
image14623.npz,1,-0.1738624721765518,-1.0,-1.0
image3035.npz,1,-0.1738624721765518,-1.0,-1.0
image10520.npz,1,-0.1738624721765518,-1.0,0.0
image12528.npz,1,-0.1738624721765518,-1.0,-1.0
image5498.npz,1,-0.1687742322683334,1.0,0.0
image14616.npz,1,-0.1738624721765518,1.0,0.0
image16184.npz,1,-0.0973761603236198,-1.0,-1.0
image2980.npz,1,-0.1736336797475814,-1.0,-1.0
image7049.npz,1,0.0763897150754928,-1.0,-1.0
image4253.npz,1,0.242806389927864,-1.0,0.0
image12524.npz,1,-0.1738624721765518,-1.0,0.0
image2420.npz,1,-0.1738624721765518,-1.0,0.0
image2721.npz,1,-0.1738624721765518,1.0,0.0
image6532.npz,1,-0.1738624721765518,-1.0,-1.0
image8713.npz,1,-0.1738624721765518,-1.0,-1.0
image9945.npz,1,-0.1738624721765518,-1.0,0.0
image6986.npz,1,-0.1083617284893989,1.0,0.0
image14173.npz,1,-0.1437911093235016,-1.0,-1.0
image9998.npz,1,-0.0792176350951194,-1.0,-1.0
image12613.npz,1,0.1255694925785064,1.0,0.0
image3431.npz,1,-0.1738624721765518,-1.0,-1.0
image12509.npz,1,-0.1738624721765518,-1.0,-1.0
image10763.npz,1,-0.1738624721765518,-1.0,-1.0
image4413.npz,1,-0.1731129139661789,-1.0,-1.0
image15052.npz,1,-0.1738624721765518,-1.0,-1.0
image2496.npz,1,0.0544095411896705,-1.0,-1.0
image15708.npz,1,-0.1738624721765518,1.0,1.0
image18378.npz,1,-0.1738624721765518,-1.0,-1.0
image10651.npz,1,-0.1738624721765518,-1.0,-1.0
image664.npz,1,-0.1738624721765518,-1.0,-1.0
image17953.npz,1,0.0480423308908939,-1.0,0.0
image1080.npz,1,-0.1738624721765518,-1.0,-1.0
image11374.npz,1,-0.1738624721765518,-1.0,-1.0
image12182.npz,1,-0.1738624721765518,-1.0,-1.0
image6346.npz,1,-0.1738624721765518,-1.0,-1.0
image11293.npz,1,-0.135995864868164,-1.0,0.0
image3255.npz,1,-0.1738624721765518,-1.0,0.0
image2885.npz,1,-0.1738624721765518,1.0,0.0
image14221.npz,1,-0.1738624721765518,-1.0,0.0
image11760.npz,1,-0.1738624721765518,-1.0,0.0
image5923.npz,1,-0.1738624721765518,-1.0,0.0
image17815.npz,1,-0.1738624721765518,-1.0,-1.0
image12038.npz,1,-0.1738624721765518,-1.0,-1.0
image14681.npz,1,-0.1738624721765518,-1.0,-1.0
image15624.npz,1,-0.1738624721765518,-1.0,0.0
image519.npz,1,-0.1738624721765518,-1.0,-1.0
image7296.npz,1,-0.1684177219867706,-1.0,-1.0
image2695.npz,1,-0.1497487872838974,-1.0,0.0
image13972.npz,1,-0.1357990056276321,-1.0,0.0
image10602.npz,1,-0.1738624721765518,-1.0,0.0
image3311.npz,1,-0.1738624721765518,1.0,0.0
image421.npz,1,-0.1738624721765518,-1.0,0.0
image13759.npz,1,-0.1738624721765518,-1.0,0.0
image5937.npz,1,-0.1738624721765518,-1.0,-1.0
image5513.npz,1,-0.1738624721765518,-1.0,-1.0
image479.npz,1,-0.0644714087247848,1.0,0.0
image8200.npz,1,-0.1612047702074051,-1.0,-1.0
image11474.npz,1,-0.1738624721765518,-1.0,0.0
image4691.npz,1,-0.1738624721765518,-1.0,-1.0
image7465.npz,1,-0.1738624721765518,-1.0,0.0
image10549.npz,1,-0.1738624721765518,-1.0,0.0
